Year,State,District,Water Level
2022-23,Odisha,Deogarh,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Dhenkanal,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Nabarangapur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Bargarh,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Kandhamal,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Anugul,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Khordha,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Malkangiri,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Boudh,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Nayagarh,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Rayagada,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Sambalpur,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Kalahandi,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Jagatsinghapur,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Ganjam,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Jharsuguda,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Baleshwar,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Kendujhar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Koraput,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Bhadrak,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Cuttack,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Subarnapur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Kendrapara,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Gajapati,2 to 5 Pre Monsoon (in mbgl)
2022-23,Odisha,Nuapada,5 to 10 Pre Monsoon (in mbgl)
2022-23,Odisha,Mayurbhanj,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Puri,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Balangir,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Sundargarh,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Jajapur,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Deogarh,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Dhenkanal,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Nabarangapur,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Bargarh,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Kandhamal,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Anugul,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Khordha,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Malkangiri,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Boudh,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Nayagarh,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Rayagada,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Sambalpur,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Kalahandi,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Jagatsinghapur,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Ganjam,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Jharsuguda,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Baleshwar,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Kendujhar,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Koraput,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Bhadrak,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Cuttack,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Subarnapur,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Kendrapara,0 to 2 Post Monsoon (in mbgl)
2022-23,Odisha,Gajapati,2 to 5 Post Monsoon (in mbgl)
2022-23,Odisha,Nuapada,2 to 5 Post Monsoon (in mbgl)
2022-23,Puducherry,Karaikal,N.A. Pre Monsoon (in mbgl)
2022-23,Puducherry,Puducherry,N.A. Pre Monsoon (in mbgl)
2022-23,Puducherry,Karaikal,N.A. Post Monsoon (in mbgl)
2022-23,Puducherry,Puducherry,N.A. Post Monsoon (in mbgl)
2022-23,Punjab,Kapurthala,10 to 20 Pre Monsoon (in mbgl)
2022-23,Punjab,Sri Muktsar Sahib,2 to 5 Pre Monsoon (in mbgl)
2022-23,Punjab,Tarn Taran,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Jalandhar,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Mansa,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Faridkot,2 to 5 Pre Monsoon (in mbgl)
2022-23,Punjab,Pathankot,5 to 10 Pre Monsoon (in mbgl)
2022-23,Punjab,Barnala,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Fatehgarh Sahib,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Bathinda,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,S.A.S Nagar,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Ferozepur,10 to 20 Pre Monsoon (in mbgl)
2022-23,Punjab,Patiala,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Hoshiarpur,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Gurdaspur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Punjab,Shahid Bhagat Singh Nagar,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Moga,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Ludhiana,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Sangrur,20 to 40 Pre Monsoon (in mbgl)
2022-23,Punjab,Rupnagar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Punjab,Fazilka,2 to 5 Pre Monsoon (in mbgl)
2022-23,Punjab,Amritsar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Punjab,Kapurthala,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Sri Muktsar Sahib,2 to 5 Post Monsoon (in mbgl)
2022-23,Punjab,Tarn Taran,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Jalandhar,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Mansa,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Faridkot,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Pathankot,5 to 10 Post Monsoon (in mbgl)
2022-23,Punjab,Barnala,>40 Post Monsoon (in mbgl)
2022-23,Punjab,Fatehgarh Sahib,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Bathinda,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,S.A.S Nagar,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Ferozepur,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Patiala,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Hoshiarpur,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Gurdaspur,5 to 10 Post Monsoon (in mbgl)
2022-23,Punjab,Shahid Bhagat Singh Nagar,10 to 20 Post Monsoon (in mbgl)
2022-23,Punjab,Moga,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Ludhiana,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Sangrur,20 to 40 Post Monsoon (in mbgl)
2022-23,Punjab,Rupnagar,5 to 10 Post Monsoon (in mbgl)
2022-23,Punjab,Fazilka,2 to 5 Post Monsoon (in mbgl)
2022-23,Punjab,Amritsar,20 to 40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jhalawar,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Bharatpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Sikar,>40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Ganganagar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Ajmer,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Sirohi,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Mahi Banswara,N.A. Pre Monsoon (in mbgl)
2022-23,Rajasthan,Tonk,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Banswara,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Pali,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Alwar,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jalore,>40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Karauli,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jaisalmer,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Bikaner,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Hanumangarh,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jodhpur,>40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Chittorgarh,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jhunjhunu,>40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Churu,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Bundi,2 to 5 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Kota,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Baran,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Udaipur,2 to 5 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Bhilwara,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Dausa,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Dholpur,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Rajsamand,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Dungarpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Nagaur,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Sawai Madhopur,10 to 20 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Barmer,20 to 40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jaipur,>40 Pre Monsoon (in mbgl)
2022-23,Rajasthan,Jhalawar,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Bharatpur,5 to 10 Post Monsoon (in mbgl)
2022-23,Rajasthan,Sikar,>40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Ganganagar,10 to 20 Post Monsoon (in mbgl)
2022-23,Rajasthan,Ajmer,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Sirohi,5 to 10 Post Monsoon (in mbgl)
2022-23,Rajasthan,Mahi Banswara,N.A. Post Monsoon (in mbgl)
2022-23,Rajasthan,Tonk,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Pratapgarh,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Banswara,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Pali,5 to 10 Post Monsoon (in mbgl)
2022-23,Rajasthan,Alwar,20 to 40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jalore,>40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Karauli,10 to 20 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jaisalmer,20 to 40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Bikaner,10 to 20 Post Monsoon (in mbgl)
2022-23,Rajasthan,Hanumangarh,20 to 40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jodhpur,>40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Chittorgarh,5 to 10 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jhunjhunu,>40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Churu,20 to 40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Bundi,0 to 2 Post Monsoon (in mbgl)
2022-23,Rajasthan,Kota,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Baran,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Udaipur,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Bhilwara,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Dausa,10 to 20 Post Monsoon (in mbgl)
2022-23,Rajasthan,Dholpur,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Rajsamand,5 to 10 Post Monsoon (in mbgl)
2022-23,Rajasthan,Dungarpur,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Nagaur,>40 Post Monsoon (in mbgl)
2022-23,Rajasthan,Sawai Madhopur,2 to 5 Post Monsoon (in mbgl)
2022-23,Rajasthan,Barmer,10 to 20 Post Monsoon (in mbgl)
2022-23,Rajasthan,Jaipur,>40 Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Kanniyakumari,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Ariyalur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Coimbatore,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruppur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Ramanathapuram,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Sivaganga,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruchirappalli,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Thiruvallur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Kancheepuram,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Namakkal,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Virudhunagar,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,The Nilgiris,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruvannamalai,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Thiruvarur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Thanjavur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Viluppuram,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Salem,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Tirunelveli,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Vellore,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Chennai,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Karur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Pudukkottai,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Dharmapuri,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Madurai,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Perambalur,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Thoothukkudi,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Cuddalore,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Theni,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Krishnagiri,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Nagapattinam,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Erode,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Dindigul,N.A. Pre Monsoon (in mbgl)
2022-23,Tamil Nadu,Kanniyakumari,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Ariyalur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Coimbatore,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruppur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Ramanathapuram,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Sivaganga,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruchirappalli,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Thiruvallur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Kancheepuram,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Namakkal,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Virudhunagar,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,The Nilgiris,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Tiruvannamalai,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Thiruvarur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Thanjavur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Viluppuram,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Salem,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Tirunelveli,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Vellore,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Chennai,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Karur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Pudukkottai,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Dharmapuri,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Madurai,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Perambalur,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Thoothukkudi,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Cuddalore,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Theni,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Krishnagiri,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Nagapattinam,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Erode,N.A. Post Monsoon (in mbgl)
2022-23,Tamil Nadu,Dindigul,N.A. Post Monsoon (in mbgl)
2022-23,Telangana,Yadadri Bhuvanagiri,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Warangal Urban,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Hyderabad,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Mancherial,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Mulugu,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Wanaparthy,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Warangal Rural,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Jagtial,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Suryapet,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Medchal Malkajgiri,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Narayanpet,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Sangareddy,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Karimnagar,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Jayashankar Bhupalapally,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Nalgonda,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Bhadradri Kothagudem,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Peddapalli,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Siddipet,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Nirmal,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Medak,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Jogulamba Gadwal,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Mahabubnagar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Mahabubabad,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Nagarkurnool,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Vikarabad,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Ranga Reddy,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Adilabad,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Rajanna Sircilla,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Kumuram Bheem Asifabad,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Khammam,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Nizamabad,10 to 20 Pre Monsoon (in mbgl)
2022-23,Telangana,Jangaon,2 to 5 Pre Monsoon (in mbgl)
2022-23,Telangana,Kamareddy,5 to 10 Pre Monsoon (in mbgl)
2022-23,Telangana,Yadadri Bhuvanagiri,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Warangal Urban,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Hyderabad,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Mancherial,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Mulugu,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Wanaparthy,5 to 10 Post Monsoon (in mbgl)
2022-23,Telangana,Warangal Rural,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Jagtial,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Suryapet,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Medchal Malkajgiri,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Narayanpet,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Sangareddy,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Karimnagar,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Jayashankar Bhupalapally,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Nalgonda,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Bhadradri Kothagudem,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Peddapalli,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Siddipet,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Nirmal,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Medak,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Jogulamba Gadwal,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Mahabubnagar,5 to 10 Post Monsoon (in mbgl)
2022-23,Telangana,Mahabubabad,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Nagarkurnool,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Vikarabad,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Ranga Reddy,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Adilabad,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Rajanna Sircilla,2 to 5 Post Monsoon (in mbgl)
2022-23,Telangana,Kumuram Bheem Asifabad,5 to 10 Post Monsoon (in mbgl)
2022-23,Telangana,Khammam,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Nizamabad,5 to 10 Post Monsoon (in mbgl)
2022-23,Telangana,Jangaon,0 to 2 Post Monsoon (in mbgl)
2022-23,Telangana,Kamareddy,0 to 2 Post Monsoon (in mbgl)
2022-23,Tripura,Sepahijala,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,Gomati,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,West Tripura,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,Unakoti,5 to 10 Pre Monsoon (in mbgl)
2022-23,Tripura,South Tripura,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,Khowai,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,Dhalai,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,North Tripura,2 to 5 Pre Monsoon (in mbgl)
2022-23,Tripura,Sepahijala,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,Gomati,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,West Tripura,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,Unakoti,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,South Tripura,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,Khowai,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,Dhalai,2 to 5 Post Monsoon (in mbgl)
2022-23,Tripura,North Tripura,2 to 5 Post Monsoon (in mbgl)
2022-23,Uttar Pradesh,Kanpur Nagar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Ambedkar Nagar,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Lucknow,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Auraiya,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Fatehpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Farrukhabad,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Hamirpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Etah,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Siddharthnagar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Baghpat,20 to 40 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Ayodhya,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Shamli,N.A. Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Varanasi,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Bulandshahar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Amroha,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Firozabad,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Unnao,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Basti,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Ghazipur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Bareilly,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Saharanpur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Muzaffarnagar,10 to 20 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Bara Banki,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Rampur,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Mahrajganj,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Sant Kabir Nagar,2 to 5 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Mainpuri,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Mahoba,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Rae Bareli,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Sonbhadra,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Jalaun,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Jhansi,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Ghaziabad,5 to 10 Pre Monsoon (in mbgl)
2022-23,Uttar Pradesh,Bahraich,2 to 5 Pre Monsoon (in mbgl)
